feed_blend_cluster_id,controllables_cluster_id,IRON_FEED_PERC_mean_historical_actuals,SILICA_FEED_PERC_mean_historical_actuals,STARCH_FLOW_mean_historical_actuals,AMINA_FLOW_mean_historical_actuals,ORE_PULP_FLOW_mean_historical_actuals,ORE_PULP_PH_mean_historical_actuals,ORE_PULP_DENSITY_mean_historical_actuals,FLOTATION_COLUMN_01_AIR_FLOW_mean_simulations,FLOTATION_COLUMN_02_AIR_FLOW_mean_simulations,FLOTATION_COLUMN_03_AIR_FLOW_mean_simulations,FLOTATION_COLUMN_04_AIR_FLOW_mean_simulations,FLOTATION_COLUMN_05_AIR_FLOW_mean_simulations,FLOTATION_COLUMN_06_AIR_FLOW_mean_simulations,FLOTATION_COLUMN_07_AIR_FLOW_mean_simulations,FLOTATION_COLUMN_01_LEVEL_mean_simulations,FLOTATION_COLUMN_02_LEVEL_mean_simulations,FLOTATION_COLUMN_03_LEVEL_mean_simulations,FLOTATION_COLUMN_04_LEVEL_mean_simulations,FLOTATION_COLUMN_05_LEVEL_mean_simulations,FLOTATION_COLUMN_06_LEVEL_mean_simulations,FLOTATION_COLUMN_07_LEVEL_mean_simulations,IRON_CONCENTRATE_PERC_mean_simulated_predictions,SILICA_CONCENTRATE_PERC_mean_simulated_predictions
0.0,0.0,57.655400326797384,12.728759337068162,2685.5665495920393,469.37815472099334,399.3389070295922,9.73293481707357,1.655225454967157,291.63288514018603,297.4246148717369,298.022555642911,299.918554571046,299.9315113837564,298.07784635367204,298.1058700008903,484.1670500975635,478.585348645998,487.18580950232297,468.15059204638135,469.78664816641174,471.772684046974,468.3918058790346,65.24658563540179,2.0565427786416985
0.0,1.0,57.655400326797384,12.728759337068162,2685.5665495920393,469.37815472099334,399.3389070295922,9.73293481707357,1.655225454967157,249.96051827160494,250.00052126543207,250.0601211728395,299.29964149367214,300.45218722228987,249.9480488271605,250.02263339506172,731.4204663644018,743.1789163423676,817.4219080621114,387.09596986459576,406.18290321759264,430.6265965074486,385.8527826504571,65.08623542017037,2.4612273280554677
0.0,2.0,57.655400326797384,12.728759337068162,2685.5665495920393,469.37815472099334,399.3389070295922,9.73293481707357,1.655225454967157,299.8206317065844,299.8660710106412,299.88849282074904,300.1183410210217,298.63114010348113,343.05546700862794,337.21736468977974,430.1007181797427,496.9291940958856,464.32336790531576,354.8184644858833,353.19482683576115,366.0774594421273,350.64622783229646,64.85668294883058,2.60586452377937
0.0,3.0,57.655400326797384,12.728759337068162,2685.5665495920393,469.37815472099334,399.3389070295922,9.73293481707357,1.655225454967157,268.8842578476543,272.7599869845665,272.81979755250654,299.7944360251649,299.76926498219,284.9924910811773,285.8747368561921,588.2949483913616,586.2329282580758,590.9091217602388,421.55053235559086,422.5548606425851,436.85287758556757,436.3311128000546,65.01811694380046,2.5586996783912483
0.0,4.0,57.655400326797384,12.728759337068162,2685.5665495920393,469.37815472099334,399.3389070295922,9.73293481707357,1.655225454967157,299.92504215615355,298.3731129870756,299.93014651572145,299.9244577678916,299.9454525390625,299.8972563054591,299.90009542100694,610.9139253314205,601.7958716156149,624.4639050904586,495.22576750570005,500.5459122215112,500.64550389908754,497.88323667897754,65.38455199244245,1.7786909349956272
0.0,5.0,57.655400326797384,12.728759337068162,2685.5665495920393,469.37815472099334,399.3389070295922,9.73293481707357,1.655225454967157,297.77753732462736,297.7867758298698,297.65291315392653,299.9190899431878,299.9415140996648,297.56236937646156,297.7410489814815,448.36268240592096,444.24087146520986,451.4064287228485,437.5039554488876,442.0175493017272,442.20637543805015,438.7989953202261,65.24658563540179,2.1636248309173167
0.0,6.0,57.655400326797384,12.728759337068162,2685.5665495920393,469.37815472099334,399.3389070295922,9.73293481707357,1.655225454967157,250.60721896921294,250.60746144722492,250.6108760626694,299.9303635824899,299.92151290419537,299.9097081803318,299.8683774999335,453.7359277126947,453.2456662776823,447.929411983884,350.9034662926059,353.31557871848844,351.7272211999375,350.6055951063543,64.52031611901636,2.986795583529636
0.0,7.0,57.655400326797384,12.728759337068162,2685.5665495920393,469.37815472099334,399.3389070295922,9.73293481707357,1.655225454967157,299.7671284759709,299.7700137839256,299.764972972897,299.9224254423452,299.9265989536475,299.80017538705204,299.7599162365047,409.2763364228628,406.52582447261966,413.8816804450005,399.195394142932,401.4409356115539,405.3964133089297,401.5381414220211,65.06893177631889,2.216170104634723
0.0,8.0,57.655400326797384,12.728759337068162,2685.5665495920393,469.37815472099334,399.3389070295922,9.73293481707357,1.655225454967157,299.9401913888889,299.7925199074074,297.49745857407413,299.94701538425926,299.93536271296296,299.89722278703704,299.9803969259259,452.16211420370365,455.5497727777778,645.6933907096151,348.9430306296297,350.2809034722222,354.4434518240741,346.83345267592597,64.66988784387547,2.4386999314964086
0.0,9.0,57.655400326797384,12.728759337068162,2685.5665495920393,469.37815472099334,399.3389070295922,9.73293481707357,1.655225454967157,298.6569173085017,298.661880608165,298.78165204124576,299.4668674367445,299.66781452320697,346.64241327861953,312.67056582859846,517.0888258101852,540.4222787510522,493.2222875550646,370.2246379945286,376.1700534269938,446.1703023278613,364.1726606726943,64.81752002627559,2.5257291041964622
